#-------------------------------------------
# Food Diary Report - Detailed Report,"Thursday, October 1, 2020","Saturday, October 31, 2020"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Daily Average,Cals ( kcal),Fat( g),Carbs( g),Prot( g)
Total,2883,102.93,303.94,124.4
Breakfast,461,17.79,53.16,18.39
Lunch,638,22.47,78.89,27.32
Dinner,757,27.67,76.24,36.7
Snacks/Other,1027,35,95.65,41.99

#-------------------------------------------
# Report Details
#-------------------------------------------
Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fiber( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)

"Thursday, October 1, 2020",3258,133.45,53.779,350.06,7.67,136.07,115.92,397.63,186,901
 Breakfast,485,16.34,8.612,61.04,1.45,27.04,18.46,2.05,0,150
  AXA Musli Gold,185,4.25,1,30,0.75,,4.25,0.05,,
   50 g
  Russin,60,0.09,0.012,15.84,0.7,11.84,0.61,2,0,150
   20 g
  Norrmejerier Laktosfri Filmjölk,240,12,7.6,15.2,,15.2,13.6,,,
   400 ml
 Lunch,753,27.31,12.247,93.05,4.77,38.06,28.08,219.17,186,440
  Polarbröd Vetekaka,116,2.4,0.48,18.8,1.52,2.32,3.32,0.12,,
   40 g
  AXA Musli Gold,185,4.25,1,30,0.75,,4.25,0.05,,
   50 g
  Morötter,20,0.12,0.018,4.79,1.4,2.27,0.46,34,0,160
   50 g
  Norrmejerier Laktosfri Filmjölk,240,12,7.6,15.2,,15.2,13.6,,,
   400 ml
  Russin,90,0.14,0.017,23.75,1.1,17.76,0.92,3,0,225
   30 g
  Kokt Ägg,68,4.65,1.432,0.49,0,0.49,5.51,122,186,55
   1 medium
  Bregott Bregott Normalsaltat,34,3.75,1.7,0.02,0,0.02,0.02,60,,
   5 g
 Dinner,867,48.96,20.208,65.41,0,16.82,38.36,167,0,57
  Pasta (Kokt),208,0.9,,41.25,,,6.9,,,
   150 g
  Ketchup,15,0.06,0.008,3.76,0,3.42,0.26,167,0,57
   1 tbsp
  Scan Falukorv,520,46,19,8,,1,18,,,
   200 g
  Valio Laktosfri Lättmjölk,124,2,1.2,12.4,0,12.4,13.2,0,,
   400 ml
 Snacks/Other,1153,40.84,12.712,130.56,1.45,54.15,31.02,9.41,0,254
  Valio Laktosfri Lättmjölk,62,1,0.6,6.2,0,6.2,6.6,0,,
   200 ml
  Nyåkers Mandel Kubb,110,3.75,1.75,17.25,0,9.75,1.38,0.18,,
   25 g
  Norrmejerier Laktosfri Filmjölk,240,12,7.6,15.2,,15.2,13.6,,,
   400 ml
  AXA Musli Gold,185,4.25,1,30,0.75,,4.25,0.05,,
   50 g
  Nyåkers Mandel Kubb,110,3.75,1.75,17.25,0,9.75,1.38,0.18,,
   25 g
  Russin,60,0.09,0.012,15.84,0.7,11.84,0.61,2,0,150
   20 g
  Vitt Bordsvin,122,0,0,3.82,0,1.41,0.1,7,0,104
   1 5 fl oz serving
  Lindt À Touch Of Sea Salt,264,16,,25,,,3.1,,,
   50 g

"Friday, October 2, 2020",4105,149.75,62.901,400.63,20.38,160.72,180.87,1638.96,136,1259
 Breakfast,576,25.5,12.96,50.03,3.04,17.07,32.36,40.24,,
  Bregott Mellan,52,5.7,2.3,0.03,,0.03,0.02,40,,
   10 g
  Polarbröd Vetekaka,232,4.8,0.96,37.6,3.04,4.64,6.64,0.24,,
   80 g
  Valio Laktosfri Lättmjölk,124,2,1.2,12.4,0,12.4,13.2,0,,
   400 ml
  Arla Hushållsost 26%,168,13,8.5,0,0,0,12.5,,,
   50 g
 Lunch,839,28.09,14.312,104.33,7.42,42.1,40.27,521,0,422
  Bregott Mellan,52,5.7,2.3,0.03,,0.03,0.02,40,,
   10 g
  Pågen Roast'n Toast,316,4.32,0.48,55.2,4.32,5.64,10.68,480,,
   120 g
  Önos Gunillas Apelsinmarmelad,40,0.08,,9.75,,9.6,0.08,,,
   15 g
  Arla Hushållsost 26%,202,15.6,10.2,0,0,0,15,,,
   60 g
  Valio Laktosfri Lättmjölk,124,2,1.2,12.4,0,12.4,13.2,0,,
   400 ml
  Banan,105,0.39,0.132,26.95,3.1,14.43,1.29,1,0,422
   1 medium (7" to 7-7/8" long)
 Dinner,910,43.91,16.992,59.19,1.12,2.39,40.72,813.42,136,297
  Färsk Pasta (Kokt),262,2.1,0.3,49.86,,,10.3,12,66,48
   200 g
  ICA Pesto Basilika,162,16.75,2,1.12,1.12,0.38,0.88,0.42,,
   25 g
  Salami,62,5.03,2.022,0.56,0,0,3.48,266,16,50
   25 g
  Mozzarellaost,302,20.03,12.67,3.83,0,0.6,25.96,528,54,95
   100 g
  Vitt Bordsvin,122,0,0,3.82,0,1.41,0.1,7,0,104
   1 5 fl oz serving
 Snacks/Other,1780,52.25,18.637,187.08,8.8,99.16,67.52,264.3,0,540
  Äpple,72,0.23,0.039,19.06,3.3,14.34,0.36,1,0,148
   1 medium (2-3/4" dia) (approx 3 per lb)
  Star Nutrition Whey-100,135,0.37,0.3,0.44,,0.37,31.45,,,
   37 g
  Valio Laktosfri Lättmjölk,93,1.5,0.9,9.3,0,9.3,9.9,0,,
   300 ml
  Socker,16,0,0,4.2,0,4.2,0,0,0,0
   1 tsp
  Whisky,105,0,0,0.04,0,0,0,0,0,1
   1 jigger
  Digestive Digestive Oliv,210,9,4.5,30,1.2,8.4,3,0.3,,
"   3 x 1 kex, 44.4 g"
  Starköl,155,0,0,10.53,0,0.05,1.95,14,0,
   1 bottle (330 ml)
  Blandade Nötter,308,28.15,4.398,10.79,4.2,2.12,8.26,198,0,287
   50 g
  Vitt Bordsvin,122,0,0,3.82,0,1.41,0.1,7,0,104
   1 5 fl oz serving
  Arla Hushållsost 26%,168,13,8.5,0,0,0,12.5,,,
   50 g
  Lösgodis,396,0,0,98.9,0.1,58.97,0,44,0,
   100 g

"Saturday, October 3, 2020",3679,148.25,57.203,203.74,16.78,52,213.38,2577.19,298,2955
 Breakfast,457,21.63,11.12,43.33,2.88,10.19,19.69,360,,
  Bregott Mellan,52,5.7,2.3,0.03,,0.03,0.02,40,,
   10 g
  Pågen Roast'n Toast,210,2.88,0.32,36.8,2.88,3.76,7.12,320,,
   80 g
  Önos Gunillas Apelsinmarmelad,27,0.05,,6.5,,6.4,0.05,,,
   10 g
  Arla Hushållsost 26%,168,13,8.5,0,0,0,12.5,,,
   50 g
 Lunch,727,28.58,12.476,75.7,1.4,20.79,38.82,456,0,217
  Pasta (Kokt),208,0.9,,41.25,,,6.9,,,
   150 g
  Ketchup,15,0.06,0.008,3.76,0,3.42,0.26,167,0,57
   1 tbsp
  ICA Köttbullar,360,25.5,11.25,13.5,0,2.7,18,255,,
   150 g
  Morötter,20,0.12,0.018,4.79,1.4,2.27,0.46,34,0,160
   50 g
  Valio Laktosfri Lättmjölk,124,2,1.2,12.4,0,12.4,13.2,0,,
   400 ml
