#-------------------------------------------
# Food Diary Report - Detailed Report,"Sunday, March 1, 2020","Tuesday, March 31, 2020"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Daily Average,Cals ( kcal),Fat( g),Carbs( g),Prot( g)
Total,2783,105.02,265.02,133.83
Breakfast,480,17.8,54.26,20.37
Lunch,631,25.9,63.92,32.45
Dinner,634,28.88,51.92,33.09
Snacks/Other,1037,32.44,94.93,47.92

#-------------------------------------------
# Report Details
#-------------------------------------------
Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fiber( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)

"Sunday, March 1, 2020",3012,125.67,38.789,343.31,19.4,164.23,114.06,2058.45,276,601
 Breakfast,544,25.3,13,53.03,3.5,11.03,23.02,40.25,,
  Pågen Hönökaka,290,4,0.5,53,3.5,11,8,0.25,,
   100 g
  Arla Hushållsost 26%,202,15.6,10.2,0,0,0,15,,,
   60 g
  Bregott Mellan,52,5.7,2.3,0.03,,0.03,0.02,40,,
   10 g
 Lunch,709,26.77,10.621,79.67,7,34.77,29.69,919.15,186,167
  Kalles Kaviar,60,4.95,0.38,2.4,,1.8,1.42,795,,
   15 g
  Kokt Ägg,68,4.65,1.432,0.49,0,0.49,5.51,122,186,55
   1 medium
  Pågen Hönökaka,116,1.6,0.2,21.2,1.4,4.4,3.2,0.1,,
   40 g
  ICA I Love Eco Ekologisk Müsli Frukt,180,3.5,1,28.5,5,4,5.5,0.05,,
   50 g
  Norrmejerier Laktosfri Filmjölk,240,12,7.6,15.2,,15.2,13.6,,,
   400 ml
  Russin,45,0.07,0.009,11.88,0.6,8.88,0.46,2,0,112
   15 g
 Dinner,634,27.96,1.633,68.54,1.7,24.62,27.85,821,0,172
  Scan Grillkorv,250,21,,8,,,8,,,
   100 g
  Korvbrödsbagarn Korvbröd,232,5.04,0.56,38.4,1.6,3.52,7.52,320,,
   80 g
  Valio Laktosfri Lättmjölk,108,1.75,1.05,10.85,0,10.85,11.55,0,,
   350 ml
  Ketchup,44,0.17,0.023,11.29,0.1,10.25,0.78,501,0,172
   3 tbsps
 Snacks/Other,1125,45.64,13.535,142.07,7.2,93.81,33.5,278.05,90,262
  Morotskaka med Glasyr,612,31.32,5.776,79.44,1.6,58.68,5.79,276,90,150
   150 g
  ICA I Love Eco Ekologisk Müsli Frukt,180,3.5,1,28.5,5,4,5.5,0.05,,
   50 g
  Russin,45,0.07,0.009,11.88,0.6,8.88,0.46,2,0,112
   15 g
  Norrmejerier Laktosfri Filmjölk,180,9,5.7,11.4,,11.4,10.2,,,
   300 ml
  Valio Laktosfri Lättmjölk,108,1.75,1.05,10.85,0,10.85,11.55,0,,
   350 ml

"Monday, March 2, 2020",2400,86.02,34.788,255.9,24.6,112.83,130.68,879.35,0,748
 Breakfast,465,15.57,8.609,55.58,5.6,28.08,19.56,2.05,0,112
  ICA I Love Eco Ekologisk Müsli Frukt,180,3.5,1,28.5,5,4,5.5,0.05,,
   50 g
  Norrmejerier Laktosfri Filmjölk,240,12,7.6,15.2,,15.2,13.6,,,
   400 ml
  Russin,45,0.07,0.009,11.88,0.6,8.88,0.46,2,0,112
   15 g
 Lunch,670,26.37,15.609,68.58,9.6,28.28,31.56,2.25,0,112
  Norrmejerier Laktosfri Filmjölk,240,12,7.6,15.2,,15.2,13.6,,,
   400 ml
  Wasa Falu Rågrut,70,0.4,0.2,13,4,0.2,2,0.2,,
"   2 x 1 skiva, 22 g"
  ICA I Love Eco Ekologisk Müsli Frukt,180,3.5,1,28.5,5,4,5.5,0.05,,
   50 g
  Arla Hushållsost 26%,135,10.4,6.8,0,0,0,10,,,
   40 g
  Russin,45,0.07,0.009,11.88,0.6,8.88,0.46,2,0,112
   15 g
 Dinner,665,28.14,1.661,75.72,3.8,28.02,28.55,873,0,412
  Ketchup,44,0.17,0.023,11.29,0.1,10.25,0.78,501,0,172
   3 tbsps
  Morötter,31,0.18,0.028,7.18,2.1,3.4,0.7,52,0,240
   75 g
  Scan Grillkorv,250,21,,8,,,8,,,
   100 g
  Korvbrödsbagarn Korvbröd,232,5.04,0.56,38.4,1.6,3.52,7.52,320,,
   80 g
  Valio Laktosfri Lättmjölk,108,1.75,1.05,10.85,0,10.85,11.55,0,,
   350 ml
