#-------------------------------------------
# Food Diary Report - Detailed Report,"Tuesday, January 1, 2019","Thursday, January 31, 2019"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Daily Average,Cals ( kcal),Fat( g),Carbs( g),Prot( g)
Total,2427,83.53,240.44,124.78
Breakfast,426,15.62,47.88,18.64
Lunch,678,29.99,64.02,35.38
Dinner,663,20.5,81.7,28.38
Snacks/Other,660,17.42,46.83,42.39

#-------------------------------------------
# Report Details
#-------------------------------------------
Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fiber( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)

"Tuesday, January 15, 2019",2357,75.58,19.824,304.01,28.05,60.75,101.94,1961.3,27,1563
 Breakfast,414,12.77,6.28,51.7,5.85,19.55,16.57,120,,
  Norrmejerier Filmjölk,180,9,5.7,11.4,0,11.1,10.2,120,,
   300 ml
  AXA Apple & Hazlenut,234,3.77,0.58,40.3,5.85,8.45,6.37,,,
   65 g
 Lunch,700,34.65,2.488,60.09,6.4,6.21,38.09,958,2,922
  Potatismos (Vanlig Mjölk och Margarin Tillsatt),226,8.38,2.002,33.82,3,2.88,4,666,2,656
   200 g
  Pacific Norsk Laxfilé,330,24,,0,0,0,28.5,,,
   150 g
  Fullkornsbröd,135,2.14,0.465,24.51,2.3,2.85,4.75,276,0,106
   2 regular slices
  Blandad Sallad,9,0.13,0.021,1.76,1.1,0.48,0.84,16,0,160
   1 serving (55 g)
 Dinner,759,12.39,3.276,130.52,9.55,12.34,29.71,883.2,25,641
  Garant Fusilli,525,1.8,0.45,106.5,5.25,4.8,18,150,,
   150 g
  Köttfärssås,170,9.69,2.526,12.62,2.7,7.14,9.81,733,25,641
   150 g
  Wasa Havreknäcke,64,0.9,0.3,11.4,1.6,0.4,1.9,0.2,,
"   1 skiva, 17.5 g"
 Snacks/Other,484,15.77,7.78,61.7,6.25,22.65,17.57,0.1,,
  Norrmejerier Laktosfri Filmjölk,180,9,5.7,11.4,,11.4,10.2,,,
   300 ml
  AXA Apple & Hazlenut,234,3.77,0.58,40.3,5.85,8.45,6.37,,,
   65 g
  Digestive Digestive Oliv,70,3,1.5,10,0.4,2.8,1,0.1,,
"   1 kex, 14.8 g"

"Wednesday, January 16, 2019",2412,72.24,33.522,288.59,24.75,91.95,124.1,559.06,59,199
 Breakfast,414,12.77,6.28,51.7,5.85,19.85,16.57,,,
  Norrmejerier Laktosfri Filmjölk,180,9,5.7,11.4,,11.4,10.2,,,
   300 ml
  AXA Apple & Hazlenut,234,3.77,0.58,40.3,5.85,8.45,6.37,,,
   65 g
 Lunch,746,25.57,12.43,90.02,10.35,28.78,29.3,120.06,,
  Norrmejerier Laktosfri Filmjölk,210,10.5,6.65,13.3,,13.3,11.9,,,
   350 ml
  AXA Apple & Hazlenut,360,5.8,0.9,62,9,13,9.8,,,
   100 g
  Polarbröd Polarkaka,84,1.17,0.18,14.7,1.35,2.46,2.58,120,,
   30 g
  Norrmejerier Norrgott Mellan,25,2.9,1.3,0.02,,0.02,0.02,0.06,,
   5 g
  Arla Hushållsost 26%,67,5.2,3.4,0,0,0,5,,,
   20 g
 Dinner,538,9.98,2.212,79.53,3.9,4.8,28.33,349,59,199
  Kycklinggryta,236,9.28,2.026,13.88,2,2.73,21.69,333,59,
   220 g
  Rödkål,16,0.08,0.017,3.68,1,1.96,0.72,14,0,122
   50 g
"  Vitt Ris (Långkornigt, Kokt)",286,0.62,0.169,61.97,0.9,0.11,5.92,2,0,77
   220 g
 Snacks/Other,714,23.92,12.6,67.34,4.65,38.52,49.9,90,,
  Star Nutrition Whey-100,135,0.37,0.3,0.44,,0.37,31.45,,,
   37 g
  SIA Glass Vaniljglass,210,10,6.6,26,,21,2.9,40,,
   100 g
  ICA Hallonsylt,19,0.05,0,4.4,0,4.4,0.05,0,,
   10 g
  Norrmejerier Laktosfri Filmjölk,150,7.5,4.75,9.5,,9.5,8.5,,,
   250 ml
  AXA Cranberry & Raspberry Müsli,200,6,0.95,27,4.65,3.25,7,50,,
   50 g

"Thursday, January 17, 2019",2003,79.9,28.274,207.7,8.85,34.15,100.04,365.84,65,70
 Breakfast,414,12.77,6.28,51.7,5.85,19.85,16.57,,,
  Norrmejerier Laktosfri Filmjölk,180,9,5.7,11.4,,11.4,10.2,,,
   300 ml
  AXA Apple & Hazlenut,234,3.77,0.58,40.3,5.85,8.45,6.37,,,
   65 g
 Lunch,964,56,19.6,84,,10.8,29.2,,,
"  Guldfisken Pasta med Kyckling, Chili- och Mangodressing",964,56,19.6,84,,10.8,29.2,,,
   400 g
 Dinner,517,10.68,2.364,71.49,3,3.08,29.04,365,65,70
  Kycklinggryta,257,10.12,2.21,15.15,2.2,2.98,23.66,363,65,
   240 g
"  Vitt Ris (Långkornigt, Kokt)",260,0.56,0.154,56.34,0.8,0.1,5.38,2,0,70
   200 g
 Snacks/Other,108,0.45,0.03,0.51,,0.42,25.23,0.84,,
  Star Nutrition Soy-Pro,108,0.45,0.03,0.51,,0.42,25.23,0.84,,
   30 g

"Friday, January 18, 2019",2548,84.94,17.836,247.79,19.9,80.44,131.55,1834,73,401
 Breakfast,408,13.08,6.62,49.36,5.4,19.96,16.76,,,
  Norrmejerier Laktosfri Filmjölk,192,9.6,6.08,12.16,,12.16,10.88,,,
   320 ml
  AXA Apple & Hazlenut,216,3.48,0.54,37.2,5.4,7.8,5.88,,,
   60 g
 Lunch,635,12.96,3.492,82.66,3.1,13.5,41.41,388,69,70
  Kycklinggryta,273,10.75,2.348,16.09,2.3,3.17,25.14,386,69,
   1 serving (255 g)
  Valio Laktosfri Lättmjölk,102,1.65,0.99,10.23,0,10.23,10.89,0,,
   330 ml
"  Vitt Ris (Långkornigt, Kokt)",260,0.56,0.154,56.34,0.8,0.1,5.38,2,0,70
   200 g
 Dinner,739,33.7,3.978,76.24,7.4,26.67,28.14,1026,4,1
  Saltgurka,2,0.02,0.002,0.32,0.1,0.21,0.09,0,0,
   15 g
  Garant Brioche Hamburgerbröd,160,3.75,1.05,26,1,5.3,4.7,600,,
"   1 bröd, 50 g"
  Aviko Sweet Potato Fries,340,15,2.2,44,6,19.2,3,320,,
   200 g
  Majonnäs,57,4.91,0.72,3.51,0,0.94,0.13,105,4,1
   1 tbsp
  Gullök,10,0.02,0.006,2.41,0.3,1.02,0.22,1,0,
   25 g
  ICA Nötfärs 10%,170,10,,0,,,20,,,
   100 g
 Snacks/Other,766,25.2,3.746,39.53,4,20.31,45.24,420,0,330
  Star Nutrition Whey-100,135,0.37,0.3,0.44,,0.37,31.45,,,
   37 g
  Gin,110,0,0,0,0,0,0,0,0,1
   1 serving (42 g)
  Schweppes Indian Tonic,74,0,0,17.8,,17.8,0,0,,
   200 ml
  Starköl,155,0,0,10.53,0,0.05,1.95,14,0,
   1 bottle (330 ml)
  Torrostade Salta Jordnötter,292,24.83,3.446,10.76,4,2.09,11.84,406,0,329
   50 g

"Saturday, January 19, 2019",2805,100.83,40.597,289.55,16.61,106.93,145.82,1839.23,0,722
 Breakfast,573,28.29,14.56,52.52,7.41,10.34,24.77,342.18,,
  Pågen Lingongrova,296,3.99,0.46,52.44,7.41,10.26,9.69,342,,
   114 g
  Arla Hushållsost 26%,202,15.6,10.2,0,0,0,15,,,
   60 g
  Norrmejerier Norrgott Mellan,75,8.7,3.9,0.08,,0.08,0.08,0.18,,
   15 g
 Lunch,406,6.4,1.03,63.63,0,24.63,18.89,8,,
  AXA Havregryn,240,4.55,,39,,,7.8,,,
   65 g
  ICA Lingonsylt,64,0.2,0.04,14.4,,14.4,0.2,8,,
   40 g
  Valio Laktosfri Lättmjölk,102,1.65,0.99,10.23,0,10.23,10.89,0,,
   330 ml
 Dinner,731,27.07,10.087,90.17,4,33.94,31.21,1035,0,722
"  Potatis (Skalad, utan Salt, Kokt)",189,0.22,0.057,44.02,4,1.87,3.76,11,0,722
   220 g
  Eldorado Köttbullar,368,25.6,9.28,16,,3.52,19.2,1024,,
   160 g
  Felix Äppelmos,96,0,0,22.4,0,20.8,0,0,,
   80 g
  Valio Laktosfri Lättmjölk,78,1.25,0.75,7.75,0,7.75,8.25,0,,
   250 ml
 Snacks/Other,1095,39.07,14.92,83.23,5.2,38.02,70.95,454.05,0,
  Star Nutrition Whey-100,135,0.37,0.3,0.44,,0.37,31.45,,,
   37 g
  Estrella Nötmix Honung & Salt,270,16,2.8,23,,18,7.5,200,,
   50 g
  Starköl,155,0,0,10.53,0,0.05,1.95,14,0,
   1 bottle (330 ml)
  Pågen Lingongrova,208,2.8,0.32,36.8,5.2,7.2,6.8,240,,
   80 g
  Norrmejerier Norrgott Normalsaltat,68,7.5,3.5,0.06,,,0.05,0.05,,
   10 g
  Arla Hushållsost 26%,135,10.4,6.8,0,0,0,10,,,
   40 g
  Valio Laktosfri Lättmjölk,124,2,1.2,12.4,0,12.4,13.2,0,,
   400 ml

"Sunday, January 20, 2019",2812,122.85,51.54,259.89,17.12,63.1,134.33,1428.69,0,187
 Breakfast,408,21.76,11,35.04,4.94,6.92,16.54,228.18,,
  Norrmejerier Norrgott Mellan,75,8.7,3.9,0.08,,0.08,0.08,0.18,,
   15 g
  Arla Hushållsost 26%,135,10.4,6.8,0,0,0,10,,,
   40 g
  Pågen Lingongrova,198,2.66,0.3,34.96,4.94,6.84,6.46,228,,
   76 g
 Lunch,660,33.01,18.52,56.99,2.66,16.94,31.4,900.46,,
  Kelda Skogssvampsoppa,175,12.5,7.75,11.75,,4,4,900,,
   250 ml
  Pågen Roast'n Toast,198,2.66,0.38,34.96,2.66,2.66,6.46,0.34,,
   76 g
  Arla Hushållsost 26%,135,10.4,6.8,0,0,0,10,,,
   40 g
  Norrmejerier Norrgott Mellan,50,5.8,2.6,0.05,,0.05,0.05,0.12,,
   10 g
  Valio Laktosfri Lättmjölk,102,1.65,0.99,10.23,0,10.23,10.89,0,,
   330 ml
 Dinner,753,38.41,9.9,83.32,4.32,18.36,22.55,54,,
  Garant Pommes Strips,234,7.92,0.9,43.2,4.32,0.36,3.6,54,,
   180 g
  Guldfågeln Chicken Nuggets,405,27,9,21,,,18,,,
   150 g
  ICA Asia Thai Sweet Chili Sauce,76,0.24,0,18,0,18,0.2,,,
   40 g
  Norrmejerier Lätt Creme Fraiche,38,3.25,,1.12,,,0.75,,,
   25 g
 Snacks/Other,991,29.67,12.12,84.54,5.2,20.88,63.84,246.05,0,187
  Pågen Lingongrova,208,2.8,0.32,36.8,5.2,7.2,6.8,240,,
   80 g
  Norrmejerier Norrgott Normalsaltat,68,7.5,3.5,0.06,,,0.05,0.05,,
   10 g
  Valio Laktosfri Lättmjölk,124,2,1.2,12.4,0,12.4,13.2,0,,
   400 ml
  Arla Hushållsost 26%,135,10.4,6.8,0,0,0,10,,,
   40 g
  Proviva Mango,90,0.2,,21,,,1,,,
   200 ml
  Star Nutrition Whey-100,135,0.37,0.3,0.44,,0.37,31.45,,,
   37 g
  Lindt À Touch Of Sea Salt,106,6.4,,10,,,1.24,,,
   20 g
