#-------------------------------------------
# Food Diary Report - Detailed Report,"Friday, March 1, 2019","Sunday, March 31, 2019"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Daily Average,Cals ( kcal),Fat( g),Carbs( g),Prot( g)
Total,2678,100.56,240.12,124.56
Breakfast,545,21.92,57.97,22.73
Lunch,648,31.76,55.35,33.48
Dinner,795,28.46,69.46,36.7
Snacks/Other,690,18.42,57.34,31.64

#-------------------------------------------
# Report Details
#-------------------------------------------
Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fiber( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)

"Friday, March 1, 2019",2593,97.34,47.911,218.88,11.5,71.18,83.93,841.03,37,932
 Breakfast,558,18.14,9.27,66.7,7.2,27.5,23.14,,,
  AXA Apple & Hazlenut,288,4.64,0.72,49.6,7.2,10.4,7.84,,,
   80 g
  Norrmejerier Laktosfri Filmjölk,270,13.5,8.55,17.1,,17.1,15.3,,,
   450 ml
 Lunch,980,42.38,26.524,72,0.7,23.36,41.01,3.03,0,
  ICA Tortellini Ost & Skinka,700,27.5,17,52.5,0,7.5,25,0,,
   250 g
  ICA Crème Fraiche Lätt 13% Paprika & Chili,160,13,8.5,7,,4.5,3,0.03,,
   100 ml
  Champinjoner,18,0.23,0.034,2.27,0.7,1.13,2.12,3,0,
   1 cup pieces or slices
  Valio Laktosfri Lättmjölk,102,1.65,0.99,10.23,0,10.23,10.89,0,,
   330 ml
 Dinner,671,28.57,7.117,60.01,3.6,6.5,18.05,826,37,559
  Hamburgare med Majonnäs eller Salladsdressing och Tomater i Bröd,360,20.56,5.248,29.15,1.7,6.12,14.12,641,37,259
   1 serving (153 g)
  Pommes Frites,156,8.01,1.869,20.33,1.9,0.33,1.98,171,0,300
   1 order
  Starköl,155,0,0,10.53,0,0.05,1.95,14,0,
   1 bottle (330 ml)
 Snacks/Other,384,8.25,5,20.17,0,13.82,1.73,12,0,373
  Rött Bordsvin,250,0,0,7.67,0,1.82,0.21,12,0,373
   2 5 fl oz servings
  Lindt Choklad,134,8.25,5,12.5,,12,1.52,,,
   25 g

"Saturday, March 2, 2019",1874,48,13.395,174.82,8,33.94,88.67,674.6,723,1055
 Breakfast,311,11.1,3.58,43.28,2.8,9.07,7.42,40.2,,
  Pågen Hönökaka,232,3.2,0.4,42.4,2.8,8.8,6.4,0.2,,
   80 g
  Bregott Mellan,52,5.7,2.3,0.03,,0.03,0.02,40,,
   10 g
  Arboga Leverpastej,27,2.2,0.88,0.85,,0.24,1,,,
   10 g
 Lunch,411,29.08,8.619,5.19,0.8,3.83,31.99,568.4,723,404
  Omelett,306,24.04,6.73,1.38,0,1.3,21.24,322,712,228
   200 g
  Arla Keso Mini Naturell ,40,0.75,0.5,1.35,,1.2,6.5,0.4,,
   50 g
  Bacon,54,4.18,1.374,0.14,0,0,3.7,231,11,56
   2 thin slices (yield after cooking)
  Grönsallad med Blandade Grönsaker,11,0.11,0.015,2.32,0.8,1.33,0.55,15,0,120
   1 cup
 Dinner,932,1.82,0.196,88.35,3,13.04,45.26,66,0,651
"  Vitt Ris (Långkornigt, Kokt)",260,0.56,0.154,56.34,0.8,0.1,5.38,2,0,70
   200 g
  Blandad Sallad,19,0.26,0.042,3.52,2.2,0.97,1.67,32,0,320
   2 cups shredded or chopped
  ICA Torskfilé,160,1,,0,0,0,36,0,,
   200 g
  Socker,33,0,0,8.4,0,8.39,0,0,0,0
   2 tsps
  Starköl,155,0,0,10.53,0,0.05,1.95,14,0,
   1 bottle (330 ml)
  Vitt Bordsvin,305,0,0,9.56,0,3.53,0.26,18,0,261
   2 1/2 5 fl oz servings
 Snacks/Other,220,6,1,38,1.4,8,4,0,,
  ICA Kanelbulle,220,6,1,38,1.4,8,4,0,,
"   2 x 1 kanelbulle, 70 g"

"Sunday, March 3, 2019",2984,101.75,27.358,225.48,11.86,57.74,125.61,3097.36,209,913
 Breakfast,466,19.05,6.21,57.72,4.56,7.36,11.49,60.36,,
  Polarbröd Vetekaka,348,7.2,1.44,56.4,4.56,6.96,9.96,0.36,,
   120 g
  Arboga Leverpastej,40,3.3,1.32,1.28,,0.36,1.5,,,
   15 g
  Bregott Mellan,78,8.55,3.45,0.04,,0.04,0.03,60,,
   15 g
 Lunch,774,46.69,8.001,52.5,3.5,6.58,35.39,1642,102,420
  Makaron- eller Pastasallad med Kyckling,774,46.69,8.001,52.5,3.5,6.58,35.39,1642,102,420
   350 g
 Dinner,688,19.34,6.012,48.28,2,6.86,25.06,1277,36,284
  Fisksoppa,141,5.47,0.874,2.62,0.2,0.75,19.08,671,36,
   300 g
  Vitt Bröd,200,2.47,0.538,37.96,1.8,3.23,5.73,511,0,75
   3 slices
  Bregott Mellan,103,11.4,4.6,0.06,,0.06,0.04,80,,
   20 g
  Vitt Bordsvin,244,0,0,7.64,0,2.82,0.21,15,0,209
   2 5 fl oz servings
 Snacks/Other,1056,16.67,7.135,66.98,1.8,36.94,53.67,118,71,209
  Star Nutrition Whey-100,201,0.55,0.44,0.66,,0.55,46.75,,,
   55 g
  Vitt Bordsvin,244,0,0,7.64,0,2.82,0.21,15,0,209
   2 5 fl oz servings
  Prinsesstårta,291,16.12,6.695,34.05,1.8,25.51,4.55,80,71,
   1 serving (90 g)
  Starköl,155,0,0,10.53,0,0.05,1.95,14,0,
   1 bottle (330 ml)
  Portvin,165,0,0,14.1,0,8.01,0.21,9,0,
   1 glass (3.5 fl oz)

"Monday, March 4, 2019",2474,72.54,28.317,257.73,16.61,94.15,106.01,2140,207,639
 Breakfast,538,21.3,9.5,54.14,6.51,20.89,24.42,70,,
  Norrmejerier Laktosfri Filmjölk,258,12.9,8.17,16.34,,16.34,14.62,,,
   430 ml
  AXA Cranberry & Raspberry Müsli,280,8.4,1.33,37.8,6.51,4.55,9.8,70,,
   70 g
 Lunch,493,13.17,2.876,56.68,6,8.32,33.2,524,81,355
  Kycklinggryta,322,12.65,2.762,18.93,2.8,3.73,29.58,454,81,
   300 g
"  Vitt Ris (Långkornigt, Kokt)",130,0.28,0.077,28.17,0.4,0.05,2.69,1,0,35
   100 g
  Morötter,41,0.24,0.037,9.58,2.8,4.54,0.93,69,0,320
   100 g
 Dinner,523,20.16,8.503,41.45,2.1,4.24,41.17,1406,48,75
  Vitt Bröd,200,2.47,0.538,37.96,1.8,3.23,5.73,511,0,75
   3 slices
  Fisksoppa,188,7.29,1.165,3.49,0.3,1.01,25.44,895,48,
   400 g
  Arla Hushållsost 26%,135,10.4,6.8,0,0,0,10,,,
   40 g
 Snacks/Other,920,17.91,7.438,105.46,2,60.7,7.22,140,78,209
  Prinsesstårta,323,17.91,7.438,37.84,2,28.35,5.06,89,78,
   100 g
  Starköl,155,0,0,10.53,0,0.05,1.95,14,0,
   1 bottle (330 ml)
  Vitt Bordsvin,244,0,0,7.64,0,2.82,0.21,15,0,209
   2 5 fl oz servings
  Lösgodis,198,0,0,49.45,0,29.48,0,22,0,
   50 g

"Tuesday, March 5, 2019",2898,115,44.686,249.15,17.41,42.39,152.71,1084,269,1076
 Breakfast,538,21.3,9.5,54.14,6.51,20.89,24.42,70,,
  AXA Cranberry & Raspberry Müsli,280,8.4,1.33,37.8,6.51,4.55,9.8,70,,
   70 g
  Norrmejerier Laktosfri Filmjölk,258,12.9,8.17,16.34,,16.34,14.62,,,
   430 ml
 Lunch,497,17.9,7.549,50.67,5.8,7.24,26.65,592,86,355
  Köttgryta,326,17.38,7.435,12.92,2.6,2.65,23.03,522,86,
   250 g
