#-------------------------------------------
# Food Diary Report - Detailed Report,"Sunday, December 1, 2019","Tuesday, December 31, 2019"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Daily Average,Cals ( kcal),Fat( g),Carbs( g),Prot( g)
Total,2661,93.96,271.48,119.49
Breakfast,527,23.74,50.34,24.06
Lunch,637,25.11,61.38,35.67
Dinner,700,25.1,69.99,34.71
Snacks/Other,796,20.01,89.77,25.05

#-------------------------------------------
# Report Details
#-------------------------------------------
Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fiber( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)

"Monday, December 2, 2019",2224,87.58,35.465,231.74,20.45,59.4,112.32,2563.05,72,506
 Breakfast,440,18,8.55,42.2,4.65,18.45,20.6,50,,
  AXA Cranberry & Raspberry Müsli,200,6,0.95,27,4.65,3.25,7,50,,
   50 g
  Norrmejerier Laktosfri Filmjölk,240,12,7.6,15.2,,15.2,13.6,,,
   400 ml
 Lunch,613,26.6,11.92,72.57,9.5,9.98,22.84,1902,3,471
  Stuvad Potatis,185,4.44,1.191,32.75,2.9,3.02,4.25,491,3,
   1 cup
  ICA Isterband,315,21,10.5,16.5,2.7,0.75,15,1140,,
   150 g
  Morötter,41,0.24,0.037,9.58,2.8,4.54,0.93,69,0,320
   100 g
  Vitt Bröd,66,0.82,0.179,12.65,0.6,1.08,1.91,170,0,25
   1 slice
  Salladskål,6,0.1,0.013,1.09,0.5,0.59,0.75,32,0,126
   50 g
 Dinner,496,12.53,3.325,53.56,2.7,12.52,37.73,387,69,35
"  Vitt Ris (Långkornigt, Kokt)",130,0.28,0.077,28.17,0.4,0.05,2.69,1,0,35
   100 g
  Kycklinggryta,273,10.75,2.348,16.09,2.3,3.17,25.14,386,69,
   1 serving (255 g)
  Valio Laktosfri Lättmjölk,93,1.5,0.9,9.3,0,9.3,9.9,0,,
   300 ml
 Snacks/Other,675,30.45,11.67,63.41,3.6,18.45,31.15,224.05,,
  Pågen Vörtbröd ,232,2.8,0.32,40,3.6,7.6,8,224,,
   80 g
  Arla Hushållsost 26%,135,10.4,6.8,0,0,0,10,,,
   40 g
  Norrmejerier Norrgott Normalsaltat,68,7.5,3.5,0.06,,,0.05,0.05,,
   10 g
  Valio Laktosfri Lättmjölk,108,1.75,1.05,10.85,0,10.85,11.55,0,,
   350 ml
  Lindt À Touch Of Sea Salt,132,8,,12.5,,,1.55,,,
   25 g

"Tuesday, December 3, 2019",3178,132.8,61.044,269.18,19.25,86.04,137.95,2658.12,257,934
 Breakfast,608,26.2,14.32,52.45,3.6,20.05,36.25,224.12,,
  Pågen Vörtbröd ,232,2.8,0.32,40,3.6,7.6,8,224,,
   80 g
  Arla Hushållsost 26%,202,15.6,10.2,0,0,0,15,,,
   60 g
  Norrmejerier Norrgott Mellan,50,5.8,2.6,0.05,,0.05,0.05,0.12,,
   10 g
  Valio Laktosfri Lättmjölk,124,2,1.2,12.4,0,12.4,13.2,0,,
   400 ml
 Lunch,747,36.7,18.53,61.48,6.45,21.53,33.96,282,,
  Norrmejerier Laktosfri Filmjölk,228,11.4,7.22,14.44,,14.44,12.92,,,
   380 ml
  Bregott Bregott Normalsaltat,68,7.5,3.4,0.04,0,0.04,0.04,120,,
   10 g
  AXA Cranberry & Raspberry Müsli,200,6,0.95,27,4.65,3.25,7,50,,
   50 g
  Arla Hushållsost 26%,135,10.4,6.8,0,0,0,10,,,
   40 g
  Pågen Vörtbröd ,116,1.4,0.16,20,1.8,3.8,4,112,,
   40 g
 Dinner,941,60.13,24.404,57.84,3.7,10.61,42.23,2016,239,934
  Pommes Frites,156,8.01,1.869,20.33,1.9,0.33,1.98,171,0,300
   1 order
"  Ost och Bacon Burgare med 113,4G Kött, Majonnäs eller Salladsdressing och Tomater i Bröd",668,40.04,15.425,36.82,1.8,10.1,38.94,1706,120,615
   1 (1/4 lb)
  Bearnaisesås,117,12.08,7.11,0.69,0,0.18,1.31,139,119,19
   2 tbsps
 Snacks/Other,882,9.77,3.79,97.41,5.5,33.85,25.51,136,18,
  Lussekatt,310,8.02,2.74,54.96,5.5,22.84,8.1,95,18,
   2 buns
  Starköl,464,0,0,31.6,0,0.16,5.86,41,0,
   3 bottles (330 ml)
  Valio Laktosfri Lättmjölk,108,1.75,1.05,10.85,0,10.85,11.55,0,,
   350 ml

"Wednesday, December 4, 2019",2501,106.34,45.412,200.5,12.7,58.91,165.61,995,320,1010
 Breakfast,440,18,8.55,42.2,4.65,18.45,20.6,50,,
  AXA Cranberry & Raspberry Müsli,200,6,0.95,27,4.65,3.25,7,50,,
   50 g
  Norrmejerier Laktosfri Filmjölk,240,12,7.6,15.2,,15.2,13.6,,,
   400 ml
 Lunch,551,20.91,7.946,34.29,3.3,2.96,53.69,561,320,895
  Blandad Sallad,28,0.4,0.063,5.28,3.3,1.45,2.51,48,0,480
   3 cups shredded or chopped
  Pasta (Kokt),139,0.6,,27.5,,,4.6,,,
   100 g
  Fetaost,66,5.32,3.736,1.02,0,1.02,3.55,279,22,16
   25 g
  Kokt Ägg,68,4.65,1.432,0.49,0,0.49,5.51,122,186,55
   1 medium
"  Kycklingkött (Ugnsstekt, Grillat, Kokt)",250,9.94,2.715,0,0,,37.52,112,112,344
   150 g
 Dinner,935,49.06,20.066,81.37,0.1,18.68,39.27,334,0,115
  Ketchup,29,0.11,0.016,7.52,0.1,6.83,0.52,334,0,115
   2 tbsps
  Valio Laktosfri Lättmjölk,108,1.75,1.05,10.85,0,10.85,11.55,0,,
   350 ml
  Scan Falukorv,520,46,19,8,,1,18,,,
   200 g
  Pasta (Kokt),278,1.2,,55,,,9.2,,,
   200 g
 Snacks/Other,575,18.37,8.85,42.64,4.65,18.82,52.05,50,,
  Star Nutrition Whey-100,135,0.37,0.3,0.44,,0.37,31.45,,,
   37 g
  AXA Cranberry & Raspberry Müsli,200,6,0.95,27,4.65,3.25,7,50,,
   50 g
  Norrmejerier Laktosfri Filmjölk,240,12,7.6,15.2,,15.2,13.6,,,
   400 ml

"Thursday, December 5, 2019",2400,100.88,34.67,208.7,20.93,66.88,140.85,277.48,0,91
 Breakfast,440,18,8.55,42.2,4.65,18.45,20.6,50,,
  AXA Cranberry & Raspberry Müsli,200,6,0.95,27,4.65,3.25,7,50,,
   50 g
  Norrmejerier Laktosfri Filmjölk,240,12,7.6,15.2,,15.2,13.6,,,
   400 ml
 Lunch,737,31.4,15.69,69.64,6.93,21.17,34.9,50.18,,
  Arla Hushållsost 26%,135,10.4,6.8,0,0,0,10,,,
   40 g
  Norrmejerier Laktosfri Filmjölk,228,11.4,7.22,14.44,,14.44,12.92,,,
   380 ml
  AXA Cranberry & Raspberry Müsli,200,6,0.95,27,4.65,3.25,7,50,,
   50 g
  Polarbröd Vetekaka,174,3.6,0.72,28.2,2.28,3.48,4.98,0.18,,
   60 g
 Dinner,613,33,1.58,45.33,3.4,1.65,32.67,126.3,0,91
  Margarin,75,8.46,1.436,0,0,0,0.09,112,0,4
   1 tbsp
  ICA Färska Champinjoner ,26,0.2,,2.9,1.3,,2.5,5,,
   100 g
  Couscous (Kokt),168,0.24,0.044,34.83,2.1,0.15,5.68,8,0,87
   150 g
  ICA Asia Japansk Soya,24,0.1,0.1,4.6,0,1.5,1.4,1.3,,
   20 ml
  Zeta Halloumi,320,24,0,3,0,0,23,0,,
   100 g
 Snacks/Other,610,18.48,8.85,51.53,5.95,25.61,52.68,51,,
  Star Nutrition Whey-100,135,0.37,0.3,0.44,,0.37,31.45,,,
   37 g
  Clementin,35,0.11,,8.89,1.3,6.79,0.63,1,,
   1 fruit
  AXA Cranberry & Raspberry Müsli,200,6,0.95,27,4.65,3.25,7,50,,
   50 g
  Norrmejerier Laktosfri Filmjölk,240,12,7.6,15.2,,15.2,13.6,,,
   400 ml

"Friday, December 6, 2019",3118,100.69,42.056,295.61,14.25,124.82,174.04,2927,143,1784
 Breakfast,440,18,8.55,42.2,4.65,18.45,20.6,50,,
  AXA Cranberry & Raspberry Müsli,200,6,0.95,27,4.65,3.25,7,50,,
   50 g
  Norrmejerier Laktosfri Filmjölk,240,12,7.6,15.2,,15.2,13.6,,,
   400 ml
 Lunch,625,33.9,15.612,36.42,5.7,6.69,47.67,919,23,867
  ICA Riven Gratängost,88,7,4.75,0.45,,0,6,175,,
   25 g
  Potatisgratäng,132,7.59,4.733,11.27,1.8,,5.06,433,23,396
   100 g
  Scan Kassler,240,12.45,3.6,1.35,,0.45,33,,,
   150 g
  Morötter,41,0.24,0.037,9.58,2.8,4.54,0.93,69,0,320
   100 g
  Salladskål,6,0.1,0.013,1.09,0.5,0.59,0.75,32,0,126
   50 g
  Vitt Bröd,66,0.82,0.179,12.65,0.6,1.08,1.91,170,0,25
   1 slice
  Bregott Mellan,52,5.7,2.3,0.03,,0.03,0.02,40,,
   10 g
 Dinner,979,48.05,17.294,67.68,3.7,10.48,42.87,1891,120,915
  Pommes Frites,156,8.01,1.869,20.33,1.9,0.33,1.98,171,0,300
   1 order
"  Ost och Bacon Burgare med 113,4G Kött, Majonnäs eller Salladsdressing och Tomater i Bröd",668,40.04,15.425,36.82,1.8,10.1,38.94,1706,120,615
   1 (1/4 lb)
  Starköl,155,0,0,10.53,0,0.05,1.95,14,0,
   1 bottle (330 ml)
