#-------------------------------------------
# Food Diary Report - Detailed Report,"Friday, February 1, 2019","Thursday, February 28, 2019"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Daily Average,Cals ( kcal),Fat( g),Carbs( g),Prot( g)
Total,2530,87.18,241.7,125.3
Breakfast,479,18.32,52.18,20.6
Lunch,583,25.93,54.78,31.98
Dinner,714,23.83,73.71,31.28
Snacks/Other,753,19.1,61.02,41.45

#-------------------------------------------
# Report Details
#-------------------------------------------
Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fiber( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)

"Friday, February 1, 2019",2949,57.15,19.372,338.19,14,133.2,152.2,2001.3,260,948
 Breakfast,407,6.45,2.25,56.55,4.12,26.85,27.1,138,,
  Valio Laktosfri Lättmjölk,155,2.5,1.5,15.5,0,15.5,16.5,0,,
   500 ml
  ICA Lingonsylt,48,0.15,0.03,10.8,,10.8,0.15,6,,
   30 g
  AXA Protein Havregryn,204,3.8,0.72,30.25,4.12,0.55,10.45,132,,
   55 g
 Lunch,408,9.8,3.92,53.85,4.12,23.35,23.65,133.8,,
  AXA Protein Havregryn,204,3.8,0.72,30.25,4.12,0.55,10.45,132,,
   55 g
"  Valio Laktosfri Mellanmjölk 1,5%",156,6,3.2,12.4,0,12.4,13.2,1.8,,
   400 g
  Felix Äppelmos,48,0,0,11.2,0,10.4,0,0,,
   40 g
 Dinner,790,24.96,4.682,80.55,4.5,8.21,32.55,1418,260,574
  Annikas Carbonara utan grädde,643,24.71,4.625,71.89,3,4.07,31.37,1406,260,95
   1 serving
  Tomater,22,0.25,0.057,4.82,1.5,3.23,1.08,6,0,292
   1 medium whole (2-3/5" dia)
  Rött Bordsvin,125,0,0,3.84,0,0.91,0.1,6,0,187
   1 5 fl oz serving
 Snacks/Other,1344,15.94,8.52,147.24,1.26,74.79,68.9,311.5,0,374
  Polarbröd Pärlan Vete,108,1.48,0.28,19.2,1.16,3.16,3.24,240,,
   40 g
  Arla Hushållsost 26%,67,5.2,3.4,0,0,0,5,,,
   20 g
  Norrmejerier Norrgott Normalsaltat,34,3.75,1.75,0.03,,,0.02,0.02,,
   5 g
"  Valio Laktosfri Mellanmjölk 1,5%",129,4.95,2.64,10.23,0,10.23,10.89,1.48,,
   330 g
  Star Nutrition Whey-100,205,0.56,0.45,0.67,,0.56,47.6,,,
   56 g
  Rött Bordsvin,125,0,0,3.84,0,0.91,0.1,6,0,187
   1 5 fl oz serving
  Rött Bordsvin,125,0,0,3.84,0,0.91,0.1,6,0,187
   1 5 fl oz serving
  Starköl,155,0,0,10.53,0,0.05,1.95,14,0,
   1 bottle (330 ml)
  Lösgodis,396,0,0,98.9,0.1,58.97,0,44,0,
   100 g

"Saturday, February 2, 2019",2946,72.04,20.874,194.15,10.6,28.45,128.76,1296.46,217,1203
 Breakfast,423,17.92,9.28,46.59,2.8,12.44,16.92,0.46,,
  Norrmejerier Norrgott Mellan,40,4.64,2.08,0.04,,0.04,0.04,0.1,,
   8 g
  Pågen Roast'n Toast,208,2.8,0.4,36.8,2.8,2.8,6.8,0.36,,
   80 g
  Önos Gunillas Apelsinmarmelad,40,0.08,,9.75,,9.6,0.08,,,
   15 g
  Arla Hushållsost 26%,135,10.4,6.8,0,0,0,10,,,
   40 g
 Lunch,617,30.3,5.467,34.36,4.9,8.04,54.22,860,152,
  Kycklingsallad,517,22.65,5.467,24.91,4.9,3.84,52.97,860,152,
   350 g
  Felix Rhode Island Dressing ,70,6.9,,3,,,0.5,,,
"   1 portion, 30 g"
  Loka Crush Citron,30,0.75,0,6.45,0,4.2,0.75,0,,
   150 ml
 Dinner,922,13.85,5.827,86.12,2.9,4.87,24,417,65,640
  Köttgryta,248,13.21,5.65,9.82,2,2.02,17.5,397,65,
   1 serving (190 g)
  Rött Bordsvin,375,0,0,11.51,0,2.73,0.31,18,0,560
   3 5 fl oz servings
"  Vitt Ris (Långkornigt, Kokt)",299,0.64,0.177,64.79,0.9,0.12,6.19,2,0,80
   230 g
 Snacks/Other,984,9.97,0.3,27.08,0,3.1,33.62,19,0,563
  Star Nutrition Whey-100,135,0.37,0.3,0.44,,0.37,31.45,,,
   37 g
  Rött Bordsvin,375,0,0,11.51,0,2.73,0.31,18,0,560
   3 5 fl oz servings
  Whisky,315,0,0,0.13,0,0,0,1,0,3
   3 jiggers
  Lindt À Touch Of Sea Salt,159,9.6,,15,,,1.86,,,
   30 g

"Sunday, February 3, 2019",2692,114.16,41.411,243.22,13.48,94.93,140.65,1430.78,41,321
 Breakfast,391,18,9.44,38.44,2.32,6.36,16.52,480.1,,
  Polarbröd Pärlan Vete,216,2.96,0.56,38.4,2.32,6.32,6.48,480,,
