#-------------------------------------------
# Food Diary Report - Detailed Report,"Friday, October 1, 2021","Sunday, October 31, 2021"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Daily Average,Cals ( kcal),Fat( g),Carbs( g),Prot( g)
Total,2751,95.68,292.85,122.97
Breakfast,516,18.15,64.41,19.74
Lunch,602,19.02,72.28,30.46
Dinner,722,30.19,70.01,36.46
Snacks/Other,912,28.31,86.16,36.3

#-------------------------------------------
# Report Details
#-------------------------------------------
Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fiber( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)

"Monday, October 4, 2021",2854,100.61,40.604,328.9,21.4,119.95,142.56,684.95,59,1159
 Breakfast,515,16.39,8.617,68.95,1.85,32.96,18.77,3.05,0,225
  Russin,90,0.14,0.017,23.75,1.1,17.76,0.92,3,0,225
   30 g
  AXA Musli Gold,185,4.25,1,30,0.75,,4.25,0.05,,
   50 g
  Norrmejerier Laktosfri Filmjölk,240,12,7.6,15.2,,15.2,13.6,,,
   400 ml
 Lunch,557,13.88,7.14,68.6,12.4,29.2,32.38,307,,210
  Falu Råg Rut,105,0.6,,19.5,6,0.6,3,300,,
"   3 x 1 skiva, 36 g"
  ICA Lingonsylt,56,0.18,0.04,12.6,,12.6,0.18,7,,
   35 g
  AXA Fiberhavregrynsgröt,140,2.8,0.5,21,6.4,0.5,5.2,,,210
"   1 portion, 50 g"
  Valio Laktosfri Lättmjölk,155,2.5,1.5,15.5,0,15.5,16.5,0,,
   500 ml
  Arla Hushållsost 26%,101,7.8,5.1,0,0,0,7.5,,,
   30 g
 Dinner,663,39.6,10.733,55.51,3.3,1.42,22.14,371.65,59,537
  Bearnaisesås,59,6.04,3.555,0.35,0,0.09,0.66,70,59,10
   1 tbsp
  ICA Kycklingnuggets,330,19.5,3.9,19.5,,0.75,18,1.65,,
   150 g
  Pommes Frites,274,14.06,3.278,35.66,3.3,0.58,3.48,300,0,527
   100 g
 Snacks/Other,1119,30.74,14.114,135.84,3.85,56.37,69.27,3.25,0,187
  Star Nutrition Whey-100,135,0.37,0.3,0.44,,0.37,31.45,,,
   37 g
  ICA Kanelbulle,220,6,1,38,1.4,8,4,0,,
"   2 x 1 kanelbulle, 70 g"
  Valio Laktosfri Lättmjölk,124,2,1.2,12.4,0,12.4,13.2,0,,
   400 ml
  Norrmejerier Laktosfri Filmjölk,240,12,7.6,15.2,,15.2,13.6,,,
   400 ml
  AXA Musli Gold,185,4.25,1,30,0.75,,4.25,0.05,,
   50 g
  Digestive Digestive Oliv,140,6,3,20,0.8,5.6,2,0.2,,
"   2 x 1 kex, 29.6 g"
  Russin,75,0.12,0.014,19.8,0.9,14.8,0.77,3,0,187
   25 g

"Tuesday, October 5, 2021",2749,95.36,49.385,343.17,17.85,128.87,114.19,1576.35,117,1266
